x1,x2,y1,y2,mask
466,42,523,120,TRUE
112,115,457,562,TRUE
136,45,498,512,TRUE
365,145,580,416,TRUE
0,260,84,355,FALSE
28,6,304,357,TRUE
184,154,389,431,TRUE
421,119,455,155,TRUE
314,88,505,326,TRUE
69,80,288,337,FALSE
236,39,338,154,TRUE
472,196,529,313,TRUE
250,202,329,350,FALSE
583,67,945,575,FALSE
157,163,628,825,TRUE
237,184,485,592,TRUE
193,26,322,171,TRUE
410,209,491,321,TRUE
19,11,194,200,TRUE
64,16,382,431,TRUE
297,130,547,420,FALSE
68,180,173,315,TRUE
351,132,430,242,TRUE
550,175,630,283,TRUE
455,62,564,200,TRUE
574,224,689,382,FALSE
73,53,160,170,TRUE
191,13,429,328,TRUE
429,6,715,374,TRUE
255,17,601,485,TRUE
157,32,535,494,TRUE
427,88,599,300,FALSE
362,230,416,312,TRUE
315,231,354,284,TRUE
277,86,365,204,TRUE
84,6,677,534,TRUE
148,57,337,326,TRUE
474,122,672,403,TRUE
546,114,669,272,TRUE
225,113,335,275,TRUE
191,240,256,335,TRUE
144,158,177,211,FALSE
216,119,249,170,FALSE
97,226,156,286,FALSE
263,145,306,196,FALSE
189,45,318,214,TRUE
843,144,941,265,FALSE
268,0,416,157,TRUE
191,7,557,370,TRUE
414,28,548,221,TRUE
156,95,334,345,FALSE
218,32,316,180,TRUE
85,38,172,172,TRUE
34,156,153,315,TRUE
296,120,449,324,TRUE
114,285,310,566,TRUE
307,124,397,253,TRUE
527,75,594,157,TRUE
343,68,423,154,TRUE
588,49,633,113,TRUE
429,39,507,128,FALSE
318,9,367,64,TRUE
327,21,477,204,TRUE
209,42,314,190,TRUE
3,47,202,304,TRUE
597,177,647,235,TRUE
465,203,507,250,TRUE
373,58,430,129,TRUE
163,47,414,401,TRUE
269,8,486,280,TRUE
180,303,1482,2354,FALSE
52,16,363,408,FALSE
188,128,506,435,TRUE
187,14,344,208,FALSE
303,169,504,411,TRUE
174,51,465,470,TRUE
422,233,557,400,TRUE
259,52,389,186,TRUE
369,190,432,278,TRUE
212,190,281,256,FALSE
197,40,267,132,TRUE
261,31,414,252,TRUE
135,10,341,299,FALSE
115,21,418,489,TRUE
145,8,751,589,FALSE
566,9,791,286,TRUE
13,7,922,661,TRUE
169,64,477,540,TRUE
97,17,435,490,TRUE
425,182,649,444,FALSE
239,146,349,301,TRUE
150,149,447,487,TRUE
226,0,1008,906,TRUE
392,101,592,413,TRUE
218,104,397,373,TRUE
693,39,868,270,FALSE
120,99,217,298,FALSE
256,20,543,342,TRUE
396,11,698,427,TRUE
8,32,356,453,TRUE
370,64,761,564,FALSE
225,1,548,399,TRUE
164,7,505,417,TRUE
75,14,430,406,TRUE
278,3,668,514,FALSE
904,43,1167,383,TRUE
1364,169,1619,512,TRUE
3,8,429,580,TRUE
291,26,393,167,TRUE
516,174,650,325,TRUE
717,40,798,151,FALSE
506,61,575,147,FALSE
842,55,899,129,FALSE
921,58,970,108,FALSE
812,52,848,95,FALSE
418,35,461,87,TRUE
317,232,430,379,FALSE
264,201,475,462,FALSE
961,6,1191,303,FALSE
816,271,887,358,TRUE
154,165,201,219,TRUE
227,207,281,260,TRUE
477,108,523,163,TRUE
36,161,68,203,TRUE
297,99,338,148,TRUE
308,38,337,74,TRUE
349,20,381,60,TRUE
283,38,306,75,TRUE
255,35,287,73,TRUE
210,40,241,74,TRUE
133,69,174,116,TRUE
53,64,93,104,TRUE
152,26,184,62,TRUE
93,23,134,64,TRUE
28,9,57,39,TRUE
482,0,718,323,TRUE
209,81,415,332,TRUE
103,122,213,263,TRUE
233,21,569,414,TRUE
543,12,1029,570,TRUE
429,159,926,727,FALSE
419,35,845,589,FALSE
510,27,726,359,TRUE
362,6,565,235,TRUE
589,0,768,161,FALSE
592,47,667,140,TRUE
289,129,398,272,TRUE
446,111,509,261,TRUE
103,52,397,378,TRUE
8,9,278,399,TRUE
217,103,458,410,FALSE
136,147,230,276,TRUE
419,144,497,260,TRUE
501,164,602,290,TRUE
319,127,396,233,TRUE
367,141,411,204,TRUE
60,183,114,247,FALSE
73,153,112,194,FALSE
128,39,273,228,TRUE
165,2,566,515,TRUE
63,0,586,665,TRUE
405,107,598,327,TRUE
465,5,601,214,TRUE
168,380,204,439,FALSE
324,2,571,194,FALSE
269,123,369,246,TRUE
721,36,864,232,TRUE
579,176,631,243,FALSE
634,184,704,248,FALSE
573,130,703,260,FALSE
36,153,379,554,TRUE
79,20,241,238,TRUE
112,57,390,460,TRUE
295,164,411,303,TRUE
404,101,672,423,TRUE
113,50,374,396,TRUE
339,63,592,437,FALSE
154,178,432,544,TRUE
255,18,369,157,TRUE
491,41,1224,855,FALSE
149,18,569,618,TRUE
182,64,427,397,TRUE
345,77,459,228,TRUE
237,354,283,408,TRUE
620,29,810,268,TRUE
194,175,516,556,TRUE
8,273,244,574,TRUE
768,2,907,169,TRUE
65,85,184,219,TRUE
322,79,384,157,TRUE
442,40,524,138,TRUE
711,11,763,105,TRUE
542,3,581,58,TRUE
369,39,412,87,TRUE
270,27,313,83,TRUE
191,97,229,148,TRUE
164,41,196,76,TRUE
117,28,157,76,TRUE
48,20,81,59,TRUE
3,16,44,78,TRUE
754,67,835,181,TRUE
593,94,674,185,TRUE
441,68,558,226,TRUE
2,252,87,428,FALSE
5,174,65,241,TRUE
243,127,300,197,TRUE
676,122,716,171,TRUE
364,3,706,439,FALSE
365,101,403,181,TRUE
409,148,431,178,FALSE
611,51,718,180,FALSE
284,17,468,328,FALSE
143,375,236,468,FALSE
76,417,149,498,FALSE
344,72,427,177,TRUE
150,1,639,612,TRUE
584,839,885,1328,FALSE
1032,687,1275,988,FALSE
1039,1071,1450,1533,FALSE
86,4,410,379,TRUE
347,177,392,232,TRUE
578,149,637,222,TRUE
113,181,161,230,TRUE
679,108,903,363,FALSE
444,49,582,216,FALSE
329,40,428,162,TRUE
777,55,877,157,TRUE
552,307,625,397,TRUE
277,256,334,332,FALSE
499,56,612,197,TRUE
133,109,259,249,TRUE
379,14,474,153,TRUE
561,80,651,186,TRUE
400,161,517,282,TRUE
133,119,251,211,FALSE
284,226,349,306,TRUE
41,27,394,425,TRUE
558,26,727,270,TRUE
107,41,471,506,TRUE
324,69,384,155,TRUE
149,89,222,169,TRUE
81,91,136,167,FALSE
4,58,45,116,FALSE
158,30,408,391,TRUE
361,41,561,302,FALSE
170,245,367,413,TRUE
11,19,139,132,TRUE
216,69,569,602,TRUE
168,8,334,212,TRUE
184,87,471,484,TRUE
1737,339,2062,740,TRUE
636,207,946,634,TRUE
63,241,299,581,TRUE
107,9,566,581,TRUE
109,18,187,112,FALSE
50,79,137,177,FALSE
491,21,568,111,FALSE
274,166,381,282,FALSE
69,6,403,429,FALSE
430,6,657,271,TRUE
247,116,415,348,TRUE
278,95,324,158,TRUE
595,80,668,156,TRUE
711,82,746,123,FALSE
110,71,273,272,TRUE
197,53,571,594,TRUE
280,29,384,170,TRUE
217,231,270,288,TRUE
447,272,465,300,FALSE
301,179,341,231,TRUE
538,289,558,305,TRUE
381,47,448,133,TRUE
495,37,577,118,TRUE
276,33,378,177,TRUE
1103,418,1332,762,TRUE
317,500,585,836,TRUE
138,47,438,472,TRUE
1675,466,2025,960,TRUE
61,5,641,605,TRUE
137,64,380,367,TRUE
325,252,382,319,TRUE
131,7,581,601,TRUE
0,270,56,376,TRUE
286,294,340,342,FALSE
189,282,243,331,FALSE
194,3,399,270,TRUE
242,65,474,405,TRUE
360,141,503,293,TRUE
695,67,822,227,TRUE
557,32,616,91,TRUE
359,49,637,443,TRUE
164,84,335,372,TRUE
466,150,592,302,TRUE
162,206,329,360,TRUE
346,241,416,317,FALSE
57,32,114,98,TRUE
273,119,320,174,TRUE
305,68,344,119,TRUE
359,13,413,100,TRUE
465,87,496,124,TRUE
60,2,483,523,FALSE
2180,0,3392,939,TRUE
3,16,1187,1518,TRUE
1221,515,2303,1721,TRUE
519,220,627,354,TRUE
697,4,914,121,TRUE
93,118,230,269,TRUE
398,4,669,246,TRUE
0,218,50,299,FALSE
331,150,538,462,TRUE
43,138,284,374,TRUE
1017,112,1864,1215,FALSE
657,89,1463,1135,TRUE
157,273,437,655,TRUE
96,113,181,221,TRUE
2,256,141,430,TRUE
190,88,258,179,TRUE
296,153,370,250,TRUE
311,236,378,324,TRUE
151,129,499,519,TRUE
422,39,602,236,FALSE
558,51,717,231,TRUE
548,89,695,253,TRUE
352,32,557,336,TRUE
278,263,332,323,TRUE
8,327,36,369,TRUE
113,331,135,364,TRUE
240,196,302,261,TRUE
175,15,312,214,FALSE
127,2,604,502,TRUE
828,122,934,228,TRUE
302,33,411,153,TRUE
385,12,721,432,TRUE
150,236,361,497,TRUE
881,6,1416,510,FALSE
160,252,686,836,FALSE
317,33,444,221,FALSE
96,7,338,396,TRUE
395,6,780,383,TRUE
377,4,714,419,TRUE
414,4,550,192,TRUE
607,75,670,148,TRUE
29,74,146,182,TRUE
660,93,693,137,TRUE
105,11,322,302,TRUE
709,271,871,475,FALSE
777,38,860,143,TRUE
334,197,421,295,TRUE
187,179,292,334,TRUE
715,102,764,159,TRUE
1437,620,1904,1177,TRUE
325,90,363,147,TRUE
249,2,380,192,FALSE
318,27,540,345,FALSE
402,108,758,562,FALSE
384,0,708,477,TRUE
59,166,371,587,TRUE
326,98,374,160,TRUE
411,113,459,172,TRUE
12,19,875,1475,FALSE
462,109,569,236,FALSE
431,306,629,569,FALSE
737,120,852,296,TRUE
489,202,609,352,TRUE
661,0,777,131,FALSE
452,2,564,101,FALSE
167,21,271,132,FALSE
768,29,869,123,FALSE
490,0,623,158,TRUE
572,14,727,180,TRUE
153,36,420,376,TRUE
196,150,271,243,TRUE
199,291,255,376,TRUE
48,42,495,475,TRUE
1011,53,1201,263,TRUE
263,121,486,419,TRUE
399,3,828,476,TRUE
237,75,446,382,TRUE
70,7,391,319,TRUE
417,56,559,233,FALSE
418,2,498,94,FALSE
285,9,369,101,FALSE
653,94,713,165,FALSE
120,236,200,311,FALSE
642,3,727,118,TRUE
752,125,840,229,TRUE
593,250,689,359,TRUE
698,312,818,435,TRUE
303,453,419,576,TRUE
170,150,271,248,FALSE
307,1,415,115,FALSE
15,196,102,312,FALSE
71,86,153,196,FALSE
447,20,511,101,TRUE
134,61,201,147,TRUE
40,62,111,136,TRUE
248,93,325,165,FALSE
433,64,495,138,FALSE
243,32,674,512,TRUE
85,11,279,275,FALSE
295,70,468,306,TRUE
314,144,387,236,TRUE
99,72,155,161,FALSE
411,6,520,161,TRUE
417,15,513,139,TRUE
135,151,350,459,TRUE
233,3,562,402,FALSE
1274,76,1485,369,TRUE
498,120,741,442,TRUE
101,5,655,636,TRUE
138,52,464,434,TRUE
298,13,365,124,TRUE
102,70,201,195,TRUE
399,55,515,207,TRUE
249,5,521,317,TRUE
192,25,631,692,TRUE
894,159,1036,361,TRUE
796,288,899,438,TRUE
91,43,543,564,TRUE
444,14,575,207,TRUE
189,43,535,498,TRUE
423,116,768,566,FALSE
214,160,364,317,TRUE
112,232,189,313,TRUE
85,71,347,397,TRUE
297,65,360,149,TRUE
425,101,466,171,TRUE
82,98,152,178,TRUE
358,57,543,328,TRUE
654,279,852,518,TRUE
21,207,134,335,TRUE
508,105,680,322,TRUE
134,13,431,376,TRUE
57,2,649,546,TRUE
3,0,421,415,FALSE
269,37,452,254,TRUE
906,210,1039,359,TRUE
802,251,870,340,TRUE
530,222,618,335,TRUE
330,93,433,228,FALSE
756,251,797,309,TRUE
87,204,162,314,TRUE
539,74,631,177,FALSE
267,59,394,200,TRUE
11,172,209,369,FALSE
298,124,426,285,FALSE
571,140,697,289,FALSE
597,79,686,193,TRUE
515,106,586,187,TRUE
346,126,397,183,TRUE
277,129,334,196,TRUE
75,76,162,180,TRUE
293,55,500,336,TRUE
1,3,93,152,FALSE
605,6,648,64,FALSE
425,5,482,64,FALSE
616,31,700,363,FALSE
286,8,373,115,TRUE
69,5,579,600,TRUE
613,289,663,347,FALSE
281,41,492,318,TRUE
827,38,1027,248,TRUE
520,68,686,290,TRUE
518,64,691,284,TRUE
212,10,542,405,TRUE
176,69,522,506,TRUE
68,0,240,281,TRUE
68,3,240,278,TRUE
241,39,422,300,TRUE
242,35,417,299,TRUE
214,70,614,526,TRUE
315,47,433,194,TRUE
298,148,373,218,TRUE
111,51,399,444,TRUE
228,67,305,169,TRUE
60,74,220,268,FALSE
331,48,515,293,TRUE
511,277,813,646,FALSE
787,232,1030,569,FALSE
1017,238,1185,534,FALSE
1319,234,1561,541,FALSE
1500,420,1738,769,FALSE
96,70,341,400,TRUE
78,5,528,606,TRUE
258,6,837,588,TRUE
491,43,641,241,TRUE
358,68,435,154,FALSE
271,83,323,142,FALSE
46,85,70,113,FALSE
88,6,646,567,TRUE
327,35,408,127,TRUE
385,101,434,167,TRUE
209,128,242,170,TRUE
497,2,848,267,FALSE
115,107,408,546,TRUE
456,87,539,192,TRUE
95,112,225,290,TRUE
265,125,328,216,TRUE
364,139,429,225,TRUE
284,111,471,360,TRUE
710,263,869,438,TRUE
249,122,398,353,TRUE
534,81,624,211,FALSE
163,74,243,171,TRUE
409,93,485,187,TRUE
12,68,125,191,FALSE
96,8,615,561,TRUE
147,11,280,178,TRUE
494,72,517,107,FALSE
6,176,284,552,TRUE
443,10,711,419,TRUE
310,32,423,177,TRUE
332,2,453,190,TRUE
303,49,455,227,FALSE
192,115,371,328,FALSE
644,208,817,447,FALSE
954,22,1189,317,FALSE
108,203,247,333,TRUE
339,37,659,476,TRUE
91,192,314,497,TRUE
184,137,313,321,TRUE
375,351,425,417,TRUE
173,48,381,311,TRUE
649,81,917,360,TRUE
258,256,303,314,TRUE
353,158,550,434,TRUE
22,2,335,412,TRUE
207,64,276,152,TRUE
143,7,427,385,TRUE
369,20,561,240,FALSE
528,214,662,337,TRUE
361,46,650,407,FALSE
650,235,783,413,FALSE
886,278,1025,432,FALSE
410,296,530,450,FALSE
149,244,288,416,FALSE
1150,262,1283,426,FALSE
1286,0,1416,101,FALSE
137,21,331,247,FALSE
279,48,419,228,TRUE
339,268,400,337,TRUE
58,53,270,346,TRUE
438,198,510,296,TRUE
257,329,337,397,TRUE
258,204,371,347,TRUE
112,192,269,326,TRUE
555,248,633,332,TRUE
213,85,268,155,FALSE
285,17,371,150,TRUE
150,138,514,622,TRUE
611,34,712,188,TRUE
478,27,551,140,TRUE
237,86,304,173,TRUE
107,100,192,206,TRUE
189,61,246,136,FALSE
186,43,497,481,TRUE
373,3,617,339,TRUE
347,221,418,330,FALSE
416,5,619,161,TRUE
265,98,391,232,TRUE
424,83,466,131,TRUE
501,124,537,172,TRUE
371,116,461,227,TRUE
424,170,640,431,FALSE
203,135,415,397,FALSE
269,51,394,211,TRUE
152,73,309,262,TRUE
494,108,603,254,TRUE
145,237,229,321,TRUE
235,60,473,375,TRUE
50,7,390,394,TRUE
1485,801,1673,1056,TRUE
913,132,1142,397,TRUE
377,137,614,392,TRUE
129,60,457,428,TRUE
124,0,467,358,TRUE
172,24,257,123,TRUE
517,41,595,126,TRUE
347,232,403,301,TRUE
683,87,754,170,TRUE
495,77,560,166,TRUE
592,103,653,182,TRUE
370,84,430,155,TRUE
28,50,75,112,TRUE
293,78,360,150,TRUE
147,105,200,164,FALSE
359,5,579,247,TRUE
613,82,773,346,FALSE
374,155,555,376,FALSE
184,28,337,248,FALSE
309,32,665,419,FALSE
133,71,435,467,TRUE
604,123,672,223,TRUE
158,77,285,256,TRUE
743,22,867,188,FALSE
19,2,106,112,TRUE
271,154,609,550,TRUE
72,62,216,242,TRUE
52,2,292,236,TRUE
49,13,476,600,TRUE
543,172,693,348,FALSE
690,228,863,428,TRUE
255,180,346,303,FALSE
356,85,465,234,TRUE
4,137,83,276,FALSE
585,163,698,333,FALSE
241,61,332,182,FALSE
671,32,754,147,FALSE
735,21,799,126,FALSE
248,1,313,59,FALSE
239,165,294,236,TRUE
327,132,364,184,TRUE
429,115,467,171,TRUE
158,142,200,191,TRUE
60,152,106,210,TRUE
0,171,17,222,TRUE
347,212,423,304,TRUE
438,217,466,274,TRUE
431,212,468,273,TRUE
406,277,471,364,TRUE
394,57,524,226,FALSE
205,93,300,215,FALSE
311,135,391,238,FALSE
187,35,572,541,TRUE
284,262,362,368,TRUE
42,232,94,302,FALSE
0,100,55,293,TRUE
241,147,316,253,TRUE
506,130,634,329,TRUE
163,8,658,428,TRUE
71,75,138,170,FALSE
467,131,528,201,FALSE
471,57,526,139,TRUE
628,93,694,170,TRUE
312,48,372,117,TRUE
66,92,206,263,TRUE
276,169,406,333,TRUE
410,142,508,273,TRUE
263,6,317,71,FALSE
375,4,742,490,TRUE
228,20,576,448,TRUE
239,143,329,249,TRUE
106,98,549,589,TRUE
276,8,439,242,TRUE
152,158,243,254,TRUE
125,145,214,244,TRUE
30,4,484,482,TRUE
182,314,393,576,TRUE
377,30,621,390,TRUE
46,8,420,381,TRUE
0,0,40,36,FALSE
91,5,612,566,TRUE
1853,765,2113,1097,FALSE
658,592,936,948,FALSE
2262,957,2425,1164,FALSE
3136,525,3438,857,FALSE
269,82,488,334,TRUE
248,214,409,428,TRUE
647,330,684,374,TRUE
340,3,671,438,FALSE
229,35,506,352,TRUE
172,8,441,396,TRUE
184,52,455,380,TRUE
0,148,174,417,TRUE
71,58,404,594,TRUE
141,26,433,415,TRUE
95,87,240,266,TRUE
296,25,530,511,TRUE
843,191,1144,536,TRUE
3,0,253,348,TRUE
521,46,743,339,FALSE
267,243,494,526,TRUE
4,24,186,338,TRUE
825,98,977,294,TRUE
388,171,539,393,TRUE
388,0,526,182,TRUE
269,7,405,196,TRUE
516,47,596,200,TRUE
230,9,543,411,TRUE
219,10,562,390,TRUE
494,472,552,548,FALSE
173,69,408,387,TRUE
122,151,212,275,FALSE
282,106,304,137,FALSE
319,123,342,158,FALSE
307,226,384,348,FALSE
447,238,537,344,FALSE
713,251,790,343,FALSE
801,367,907,463,FALSE
563,332,641,411,FALSE
27,255,49,285,FALSE
96,172,173,258,TRUE
340,141,397,205,TRUE
227,233,281,297,TRUE
110,271,182,344,TRUE
413,150,458,186,TRUE
239,4,631,388,TRUE
6,7,427,588,FALSE
850,9,1244,442,TRUE
327,31,555,318,TRUE
150,156,332,360,TRUE
439,51,600,261,TRUE
336,50,415,156,TRUE
0,147,17,192,FALSE
27,137,62,172,FALSE
265,121,293,155,FALSE
50,1,675,613,TRUE
156,102,461,378,TRUE
513,0,836,202,FALSE
359,115,639,509,TRUE
367,182,487,294,TRUE
145,136,231,230,TRUE
132,171,217,272,TRUE
250,111,326,203,TRUE
335,159,416,260,TRUE
439,112,510,206,TRUE
533,187,616,297,TRUE
148,124,215,199,TRUE
415,80,511,229,TRUE
174,98,301,224,TRUE
80,126,337,453,TRUE
350,126,589,445,TRUE
372,0,505,161,FALSE
104,7,514,463,TRUE
0,30,286,510,TRUE
538,150,624,266,TRUE
284,186,351,283,FALSE
117,253,189,340,FALSE
45,272,115,357,FALSE
615,305,667,365,FALSE
579,6,1101,686,FALSE
8,52,275,454,FALSE
1612,155,1896,532,FALSE
7,111,993,1179,TRUE
25,92,339,464,TRUE
241,121,340,270,TRUE
94,6,704,541,TRUE
422,45,534,166,TRUE
220,217,289,285,TRUE
237,130,282,183,FALSE
309,112,402,246,TRUE
166,71,253,189,FALSE
976,273,1349,699,TRUE
543,334,812,672,FALSE
142,22,395,355,TRUE
375,171,481,302,FALSE
147,53,334,334,FALSE
308,175,361,240,FALSE
264,256,300,309,FALSE
250,233,292,280,FALSE
3,1,659,609,TRUE
190,12,546,504,TRUE
100,124,203,229,TRUE
40,51,489,577,TRUE
534,97,621,201,TRUE
243,154,315,246,TRUE
345,270,400,344,TRUE
459,303,502,369,TRUE
257,274,292,315,TRUE
70,278,102,321,TRUE
131,279,166,317,FALSE
209,58,295,166,TRUE
729,49,1480,1178,TRUE
396,375,1282,1560,FALSE
276,228,391,364,TRUE
3,82,66,258,TRUE
320,119,382,219,TRUE
254,1,491,294,TRUE
570,87,734,315,TRUE
266,26,494,319,TRUE
185,0,960,682,TRUE
47,229,163,361,TRUE
339,165,533,321,TRUE
188,80,522,550,TRUE
8,31,223,308,TRUE
383,94,495,276,TRUE
72,0,576,597,TRUE
134,174,191,237,FALSE
180,330,226,397,FALSE
274,314,340,386,FALSE
345,203,394,260,FALSE
464,180,495,252,FALSE
276,178,568,576,TRUE
78,1,658,556,TRUE
2190,260,3041,1303,TRUE
81,27,322,416,TRUE
303,158,441,348,TRUE
179,14,309,190,FALSE
363,57,466,182,FALSE
487,92,561,173,FALSE
964,42,1297,510,FALSE
95,8,430,470,TRUE
183,0,307,159,TRUE
537,21,605,119,TRUE
89,61,348,369,TRUE
558,159,657,287,TRUE
304,110,444,287,TRUE
110,41,324,300,FALSE
370,88,591,371,FALSE
142,4,463,409,TRUE
359,162,462,300,TRUE
668,5,802,154,TRUE
336,34,568,340,FALSE
17,107,147,270,FALSE
294,92,456,314,TRUE
172,94,373,279,TRUE
288,77,405,267,FALSE
478,18,620,202,TRUE
134,120,364,408,TRUE
434,148,496,233,FALSE
603,120,793,352,FALSE
133,25,402,373,TRUE
207,6,378,242,TRUE
421,20,473,92,TRUE
132,30,231,157,TRUE
58,104,129,182,TRUE
204,121,270,196,TRUE
342,137,401,196,TRUE
452,129,503,184,TRUE
538,137,585,183,TRUE
262,184,291,214,TRUE
147,183,183,215,TRUE
613,135,647,181,TRUE
485,84,1269,1084,FALSE
171,10,576,553,TRUE
372,0,516,165,TRUE
585,1,749,208,TRUE
111,90,217,215,TRUE
266,16,367,125,FALSE
127,126,178,197,TRUE
208,129,261,193,TRUE
333,79,384,158,TRUE
474,115,532,202,TRUE
568,152,644,233,TRUE
127,126,183,196,TRUE
207,120,262,191,TRUE
333,80,388,162,TRUE
473,118,534,200,TRUE
567,152,646,235,TRUE
621,79,755,240,TRUE
332,188,401,275,TRUE
477,191,539,277,TRUE
627,190,699,277,TRUE
709,226,738,281,TRUE
114,27,236,168,TRUE
20,12,108,127,TRUE
218,39,292,128,TRUE
447,4,527,123,TRUE
315,125,397,232,TRUE
266,194,326,272,TRUE
208,204,264,274,TRUE
72,126,135,208,TRUE
1,105,65,207,TRUE
97,172,382,574,TRUE
151,22,498,437,TRUE
167,13,416,301,FALSE
162,161,384,442,TRUE
110,65,610,765,TRUE
394,45,611,372,TRUE
65,10,350,317,TRUE
398,170,573,388,TRUE
371,32,536,227,TRUE
759,1,923,177,TRUE
967,1,1149,171,TRUE
51,4,212,141,TRUE
379,0,696,286,TRUE
3,152,360,590,TRUE
263,129,525,464,TRUE
296,270,368,354,TRUE
310,4,448,174,TRUE
3,281,260,666,TRUE
1050,208,1492,739,TRUE
660,408,1041,932,TRUE
385,0,492,155,TRUE
136,69,191,157,TRUE
383,87,444,162,TRUE
99,34,148,115,TRUE
258,94,298,135,TRUE
89,252,327,497,TRUE
1466,287,1662,503,TRUE
1071,266,1254,505,TRUE
393,385,602,622,TRUE
683,227,819,383,TRUE
407,152,565,321,TRUE
908,131,1058,299,TRUE
116,57,441,473,TRUE
312,317,359,380,TRUE
93,173,149,234,FALSE
449,207,522,295,TRUE
895,186,1077,431,TRUE
547,158,716,351,TRUE
42,156,362,469,FALSE
22,7,563,423,TRUE
225,2,897,660,FALSE
36,8,276,326,TRUE
240,11,486,301,FALSE
72,67,683,798,FALSE
421,64,517,162,TRUE
115,38,501,487,TRUE
228,157,281,223,TRUE
848,268,1016,494,TRUE
394,243,446,311,FALSE
144,5,235,128,TRUE
199,5,460,346,TRUE
154,45,279,210,TRUE
97,146,460,671,TRUE
201,38,330,204,FALSE
697,106,841,270,FALSE
594,250,748,497,TRUE
285,432,325,485,TRUE
80,111,103,139,FALSE
262,39,415,271,FALSE
152,267,437,621,TRUE
375,59,496,246,TRUE
564,418,1380,1177,TRUE
1122,625,1934,1588,FALSE
226,150,285,215,TRUE
281,184,324,237,TRUE
195,6,681,499,TRUE
51,7,743,661,TRUE
218,40,557,463,TRUE
269,3,522,316,TRUE
572,6,831,504,TRUE
441,6,719,361,TRUE
257,20,307,83,TRUE
186,82,218,126,TRUE
264,24,888,803,TRUE
72,5,176,112,TRUE
240,20,338,145,TRUE
407,28,517,154,TRUE
590,18,693,149,TRUE
205,4,487,349,FALSE
827,285,2133,1959,TRUE
261,75,307,138,TRUE
639,60,684,125,TRUE
299,240,400,366,FALSE
281,71,592,529,TRUE
176,155,226,219,FALSE
270,121,316,183,FALSE
307,153,359,228,FALSE
402,123,448,189,FALSE
512,118,562,185,FALSE
134,3,496,451,TRUE
658,18,1029,459,TRUE
234,7,321,103,TRUE
116,286,429,677,TRUE
93,70,242,278,TRUE
243,178,436,458,TRUE
92,2,413,374,TRUE
278,188,362,278,TRUE
213,86,363,290,TRUE
315,270,373,335,TRUE
312,161,402,279,TRUE
10,146,99,257,TRUE
628,160,692,277,TRUE
381,80,502,211,TRUE
424,97,504,184,TRUE
234,8,638,531,TRUE
364,33,649,317,TRUE
239,149,321,252,TRUE
725,244,954,501,FALSE
1498,934,1764,1308,FALSE
381,28,533,238,TRUE
0,197,48,273,TRUE
623,218,648,291,TRUE
214,43,503,412,TRUE
390,0,513,101,TRUE
164,240,247,326,TRUE
735,132,839,246,TRUE
221,256,450,535,TRUE
0,6,327,352,TRUE
709,36,871,235,TRUE
636,67,716,221,TRUE
470,32,553,138,TRUE
344,125,427,244,TRUE
320,178,402,294,TRUE
510,200,601,307,FALSE
530,425,630,543,FALSE
152,102,236,207,FALSE
287,140,367,234,FALSE
305,256,382,365,FALSE
294,72,435,266,TRUE
476,4,532,88,FALSE
789,63,848,131,FALSE
643,0,910,359,FALSE
106,14,417,412,FALSE
412,111,650,433,FALSE
653,368,943,726,FALSE
419,175,474,244,TRUE
28,7,489,592,TRUE
41,193,115,293,TRUE
150,256,213,348,TRUE
281,199,350,302,TRUE
433,267,509,362,TRUE
562,220,645,314,TRUE
493,8,789,336,FALSE
72,16,352,295,FALSE
929,21,1205,370,FALSE
225,1,325,124,FALSE
202,0,348,169,TRUE
58,8,137,108,FALSE
281,20,365,160,TRUE
79,1,638,576,TRUE
461,137,540,250,TRUE
276,154,359,263,TRUE
495,180,525,216,FALSE
248,41,370,165,TRUE
443,174,517,254,TRUE
705,129,789,231,TRUE
113,223,137,260,TRUE
593,191,1240,765,TRUE
445,323,536,412,FALSE
0,316,59,412,FALSE
208,66,294,166,TRUE
209,13,318,150,TRUE
734,427,2467,1984,TRUE
480,24,823,500,FALSE
93,3,455,410,TRUE
256,123,419,315,TRUE
523,322,1355,1219,FALSE
1522,405,2137,1186,FALSE
98,11,311,286,FALSE
835,93,989,270,TRUE
10,2,288,267,TRUE
111,279,424,648,TRUE
148,31,256,158,TRUE
233,102,390,320,FALSE
266,49,524,335,TRUE
41,103,520,554,TRUE
39,102,515,554,TRUE
206,112,267,185,TRUE
14,1,619,379,TRUE
248,7,418,204,TRUE
250,96,366,227,FALSE
461,184,585,325,TRUE
365,238,480,356,FALSE
1,150,126,315,FALSE
128,30,237,183,FALSE
125,78,204,169,TRUE
1,17,55,110,TRUE
106,13,164,102,TRUE
223,46,282,128,TRUE
323,79,375,148,FALSE
401,4,471,100,FALSE
332,169,400,248,TRUE
408,167,468,238,TRUE
535,173,602,258,TRUE
547,62,609,128,TRUE
732,90,1269,842,TRUE
435,65,654,363,FALSE
798,46,995,334,FALSE
480,107,522,162,TRUE
374,92,415,143,TRUE
118,99,164,169,TRUE
245,90,283,130,FALSE
167,135,297,295,TRUE
2,5,524,521,TRUE
733,282,1854,1406,TRUE
339,160,447,277,TRUE
4,0,88,121,TRUE
287,238,334,308,FALSE
177,336,249,404,FALSE
301,175,373,235,TRUE
471,109,574,248,FALSE
100,54,370,471,TRUE
224,31,393,242,FALSE
